0.161114,0.40811,0.999701
0.996579,0.201229,0.999701
0.383061,0.501156,0.999333
0.0475233,0.604962,0.999979
0.597239,0.469581,0.999979
0.00657633,0.343168,0.999979
0.162381,0.725393,0.999696
0.941986,0.199163,0.999696
0.221444,0.482669,0.994784
0.892207,0.877105,0.99902
0.892207,0.877104,0.99902
0.892207,0.878082,0.99902
0.767207,0.878082,0.982942
0.892207,0.878082,0.994929
0.359449,0.32574,0.994929
0.892207,0.325346,0.999052
0.768181,0.325701,0.999052
0.381357,0.689699,0.99979
0.330574,0.474157,0.99979
0.892207,0.325346,0.99979
0.381401,0.467611,0.997929
0.767693,0.32574,0.999927
0.892208,0.339017,0.999927
0.250074,0.474157,0.999927
0.268181,0.634235,0.999559
0.371257,0.689703,0.999559
0.268181,0.634235,0.981504
0.870985,0.377199,0.981504
0.371257,0.689703,0.975114
0.379498,0.714262,0.999172
0.268181,0.634234,0.999172
0.361336,0.236061,0.999172
0.267617,0.239783,0.998219
0.267617,0.239783,0.998219
0.7761,0.634113,0.992653
0.879417,0.457603,0.994576
0.379513,0.739783,0.994576
0.361336,0.242004,0.999698
0.080605,0.633278,0.999698
0.393105,0.698637,0.999698
0.768166,0.633278,0.998828
0.379559,0.698629,0.999411
0.369149,0.242103,0.999411
0.891339,0.698637,0.999411
0.266335,0.738959,0.982938
0.254398,0.239814,0.999593
0.387219,0.696719,0.999593
0.269112,0.243774,0.999593
0.387323,0.179603,0.926651
0.301334,0.485877,0.995731
0.267189,0.946403,0.995731
0.387371,0.740154,0.995731
0.272198,0.239784,0.994985
0.371104,0.179233,0.994985
0.39134,0.696899,0.974949
0.361336,0.238471,0.999631
0.259385,0.709839,0.999631
0.137256,0.742103,0.999631
0.266261,0.694038,0.993013
0.174557,0.195232,0.995828
0.371113,0.71051,0.995828
0.268624,0.959838,0.998146
0.387235,0.214031,0.998146
0.371102,0.958606,0.998146
0.268617,0.959838,0.996856
0.360911,0.735412,0.996856
0.268617,0.708907,0.996501
0.174553,0.959957,0.999034
0.199734,0.704745,0.999034
0.326824,0.0889851,0.999034
0.371334,0.958774,0.980456
0.174546,0.694759,0.999371
0.266472,0.0893932,0.999371
0.373076,0.335544,0.999489
0.373638,0.0889845,0.999489
0.0201208,0.694763,0.999567
0.206055,0.958862,0.999567
0.363997,0.959949,0.999965
0.206055,0.958862,0.999965
0.268616,0.896236,0.999965
0.998638,0.958845,0.99731
0.0201208,0.5828,0.99731
0.768555,0.985885,0.995771
0.206055,0.458858,0.998981
0.400401,0.212726,0.998981
0.0201211,0.646377,0.999676
0.768801,0.212726,0.999676
0.0230498,0.829971,0.999676
0.8668,0.0874212,0.984262
0.140953,0.646438,0.996329
0.140953,0.146438,0.996329
0.140953,0.646438,0.999915
0.331362,0.724408,0.999915
0.456152,0.212695,0.999915
0.265625,0.965389,0.995219
0.296937,0.997005,0.995219
0.140235,0.212784,0.937387
0.0200844,0.990127,0.987314
0.33408,0.212764,0.987314
0.270084,0.181484,0.999442
