Tamano Poblacion: Numero Generaciones: Numero Experimentos: 0;0;0.794235
0.05;0.45;0.982765
0.1;0.45;0.921811
0.15;0.45;0.77231
0.2;0.45;0.990284
0.25;0.45;0.990284
0.3;0.45;1
0.35;0.45;0.962776
0.4;0.45;0.990284
0.45;0.45;0.962776
0.5;0.45;1
0.55;0.45;0.990284
0.6;0.45;1
0.65;0.45;1
0.7;0.45;1
0.75;0.45;0.990284
0.8;0.45;0.990284
0.85;0.45;0.990284
0.9;0.45;0.990284
0.95;0.45;0.990284
0;0.5;0.92181
0.05;0.5;1
0.1;0.5;0.990284
0.15;0.5;0.990282
0.2;0.5;0.921811
0.25;0.5;1
0.3;0.5;0.990284
0.35;0.5;0.962776
0.4;0.5;0.990284
0.45;0.5;0.99999
0.5;0.5;0.999947
0.55;0.5;0.990284
0.6;0.5;0.990284
0.65;0.5;0.990284
0.7;0.5;0.990284
0.75;0.5;0.962776
0.8;0.5;1
0.85;0.5;0.990284
0.9;0.5;0.990284
0.95;0.5;1
0;0.55;0.921807
0.05;0.55;0.821309
0.1;0.55;0.959366
0.15;0.55;0.990284
0.2;0.55;0.990284
0.25;0.55;1
0.3;0.55;0.990284
0.35;0.55;1
0.4;0.55;0.990169
0.45;0.55;0.990284
0.5;0.55;1
0.55;0.55;0.990284
0.6;0.55;0.990284
0.65;0.55;0.990284
0.7;0.55;0.990284
0.75;0.55;0.962671
0.8;0.55;0.990284
0.85;0.55;0.990284
0.9;0.55;0.990284
0.95;0.55;0.990284
0;0.6;0.927849
0.05;0.6;0.990284
0.1;0.6;0.962776
0.15;0.6;0.990284
0.2;0.6;0.921811
0.25;0.6;1
0.3;0.6;0.990284
0.35;0.6;1
0.4;0.6;0.962776
0.45;0.6;1
0.5;0.6;1
0.55;0.6;0.990284
0.6;0.6;0.990284
0.65;0.6;0.990284
0.7;0.6;0.990284
0.75;0.6;0.990284
0.8;0.6;0.962776
0.85;0.6;1
0.9;0.6;0.990284
0.95;0.6;1
0;0.65;0.990284
0.05;0.65;0.990284
0.1;0.65;0.990284
0.15;0.65;0.920473
0.2;0.65;0.990284
0.25;0.65;1
0.3;0.65;0.990284
0.35;0.65;0.921811
0.4;0.65;0.990284
0.45;0.65;0.990284
0.5;0.65;0.990284
0.55;0.65;0.990284
0.6;0.65;1
0.65;0.65;1
0.7;0.65;0.990284
0.75;0.65;0.990284
0.8;0.65;0.990284
0.85;0.65;1
0.9;0.65;1
0.95;0.65;0.990284
0;0.7;0.921811
0.05;0.7;0.962776
0.1;0.7;0.962776
0.15;0.7;0.990284
0.2;0.7;1
0.25;0.7;0.990284
0.3;0.7;0.990284
0.35;0.7;0.990284
0.4;0.7;1
0.45;0.7;0.990284
0.5;0.7;0.990284
0.55;0.7;1
0.6;0.7;1
0.65;0.7;1
0.7;0.7;0.990284
0.75;0.7;0.999999
0.8;0.7;0.990284
0.85;0.7;1
0.9;0.7;1
0.95;0.7;1
0;0.75;0.990284
0.05;0.75;0.990284
0.1;0.75;0.990284
0.15;0.75;0.990284
0.2;0.75;0.990284
0.25;0.75;0.990284
0.3;0.75;0.990284
0.35;0.75;1
0.4;0.75;0.990284
0.45;0.75;1
0.5;0.75;0.990284
0.55;0.75;1
0.6;0.75;1
0.65;0.75;0.990284
0.7;0.75;0.990284
0.75;0.75;0.990284
0.8;0.75;1
0.85;0.75;1
0.9;0.75;0.990284
0.95;0.75;1
0;0.8;0.962776
0.05;0.8;1
0.1;0.8;0.990284
0.15;0.8;0.990284
0.2;0.8;1
0.25;0.8;1
0.3;0.8;0.990284
0.35;0.8;0.990284
0.4;0.8;0.990284
0.45;0.8;0.990284
0.5;0.8;0.990284
0.55;0.8;0.990284
0.6;0.8;1
0.65;0.8;0.990284
0.7;0.8;0.990284
0.75;0.8;0.990284
0.8;0.8;1
0.85;0.8;0.990284
0.9;0.8;0.990284
0.95;0.8;0.990284
0;0.85;0.990283
0.05;0.85;0.990284
0.1;0.85;0.990284
0.15;0.85;0.962776
0.2;0.85;0.990284
0.25;0.85;0.990284
0.3;0.85;0.999999
0.35;0.85;0.99877
0.4;0.85;0.999954
0.45;0.85;0.990284
0.5;0.85;0.990284
0.55;0.85;0.990284
0.6;0.85;0.990284
0.65;0.85;0.990284
0.7;0.85;0.990284
0.75;0.85;0.990284
0.8;0.85;0.990284
0.85;0.85;0.990284
0.9;0.85;0.990284
0.95;0.85;0.990284
0;0.9;0.989712
0.05;0.9;0.873009
0.1;0.9;0.990284
0.15;0.9;1
0.2;0.9;0.990284
0.25;0.9;0.873009
0.3;0.9;1
0.35;0.9;0.990284
0.4;0.9;0.990284
0.45;0.9;0.990284
0.5;0.9;0.990284
0.55;0.9;0.99999
0.6;0.9;0.990284
0.65;0.9;1
0.7;0.9;0.990284
0.75;0.9;0.998351
0.8;0.9;1
0.85;0.9;0.990284
0.9;0.9;0.990284
0.95;0.9;0.990284
0;0.95;0.990284
0.05;0.95;0.990284
0.1;0.95;0.961731
0.15;0.95;0.990284
0.2;0.95;0.990284
0.25;0.95;0.990284
0.3;0.95;0.990284
0.35;0.95;0.990284
0.4;0.95;0.990284
0.45;0.95;1
0.5;0.95;0.990284
0.55;0.95;0.962776
0.6;0.95;1
0.65;0.95;0.990284
0.7;0.95;0.990284
0.75;0.95;1
0.8;0.95;0.990284
0.85;0.95;1
0.9;0.95;0.990284
0.95;0.95;0.990284
