Tamano Poblacion: Numero Generaciones: Numero Experimentos: 0;0;0.794235
0.05;0;0.990284
0.1;0;0.727259
0.15;0;0.990284
0.2;0;0.921811
0.25;0;0.921811
0.3;0;0.990284
0.35;0;1
0.4;0;0.962776
0.45;0;0.990284
0.5;0;0.999999
0.55;0;0.990284
0.6;0;1
0.65;0;1
0.7;0;0.921811
0.75;0;1
0.8;0;0.990284
0.85;0;0.990284
0.9;0;1
0.95;0;0.990284
0;0.05;0.871778
0.05;0.05;1
0.1;0.05;0.990284
0.15;0.05;0.872595
0.2;0.05;0.962776
0.25;0.05;0.921811
0.3;0.05;0.990284
0.35;0.05;0.962776
0.4;0.05;0.990284
0.45;0.05;0.962748
0.5;0.05;0.990284
0.55;0.05;0.962776
0.6;0.05;0.990284
0.65;0.05;0.988857
0.7;0.05;1
0.75;0.05;1
0.8;0.05;0.990274
0.85;0.05;0.990284
0.9;0.05;0.990284
0.95;0.05;0.990284
0;0.1;0.990194
0.05;0.1;0.990283
0.1;0.1;0.82009
0.15;0.1;0.921288
0.2;0.1;0.962341
0.25;0.1;0.921335
0.3;0.1;0.990167
0.35;0.1;0.990284
0.4;0.1;0.979131
0.45;0.1;0.990284
0.5;0.1;0.962776
0.55;0.1;0.990284
0.6;0.1;1
0.65;0.1;0.990284
0.7;0.1;0.990284
0.75;0.1;1
0.8;0.1;0.990284
0.85;0.1;0.990284
0.9;0.1;1
0.95;0.1;1
0;0.15;0.920542
0.05;0.15;0.921811
0.1;0.15;1
0.15;0.15;0.921811
0.2;0.15;0.990284
0.25;0.15;1
0.3;0.15;0.990284
0.35;0.15;0.990284
0.4;0.15;0.990284
0.45;0.15;0.990284
0.5;0.15;0.990284
0.55;0.15;1
0.6;0.15;0.999999
0.65;0.15;1
0.7;0.15;1
0.75;0.15;1
0.8;0.15;1
0.85;0.15;0.990284
0.9;0.15;0.990284
0.95;0.15;1
0;0.2;0.956543
0.05;0.2;0.990169
0.1;0.2;0.990284
0.15;0.2;0.962776
0.2;0.2;0.990284
0.25;0.2;0.99027
0.3;0.2;0.990284
0.35;0.2;0.990284
0.4;0.2;0.990284
0.45;0.2;0.921811
0.5;0.2;0.990284
0.55;0.2;0.990284
0.6;0.2;1
0.65;0.2;0.990284
0.7;0.2;0.990284
0.75;0.2;0.990284
0.8;0.2;0.990284
0.85;0.2;0.990284
0.9;0.2;0.990284
0.95;0.2;0.990284
0;0.25;0.772299
0.05;0.25;0.921811
0.1;0.25;0.921811
0.15;0.25;0.990231
0.2;0.25;1
0.25;0.25;1
0.3;0.25;1
0.35;0.25;0.962776
0.4;0.25;0.962776
0.45;0.25;0.962776
0.5;0.25;0.990284
0.55;0.25;0.999046
0.6;0.25;0.990284
0.65;0.25;0.990284
0.7;0.25;0.990284
0.75;0.25;1
0.8;0.25;0.999999
0.85;0.25;0.990284
0.9;0.25;0.990284
0.95;0.25;0.990284
0;0.3;0.962776
0.05;0.3;0.990284
0.1;0.3;0.921335
0.15;0.3;0.962776
0.2;0.3;1
0.25;0.3;1
0.3;0.3;0.962776
0.35;0.3;1
0.4;0.3;0.921811
0.45;0.3;0.962776
0.5;0.3;0.821778
0.55;0.3;0.990284
0.6;0.3;0.990284
0.65;0.3;0.990284
0.7;0.3;1
0.75;0.3;0.990284
0.8;0.3;1
0.85;0.3;0.990284
0.9;0.3;0.990284
0.95;0.3;1
0;0.35;0.821778
0.05;0.35;0.962776
0.1;0.35;0.821778
0.15;0.35;0.921811
0.2;0.35;0.990284
0.25;0.35;0.990284
0.3;0.35;0.962776
0.35;0.35;0.990284
0.4;0.35;0.990284
0.45;0.35;1
0.5;0.35;0.990284
0.55;0.35;1
0.6;0.35;0.962776
0.65;0.35;1
0.7;0.35;0.990284
0.75;0.35;0.990284
0.8;0.35;0.990284
0.85;0.35;0.990284
0.9;0.35;1
0.95;0.35;0.990284
0;0.4;0.990095
0.05;0.4;0.873009
0.1;0.4;0.990284
0.15;0.4;0.921811
0.2;0.4;0.990284
0.25;0.4;0.990284
0.3;0.4;0.921811
0.35;0.4;0.999989
0.4;0.4;0.990284
0.45;0.4;0.990284
0.5;0.4;0.990284
0.55;0.4;0.990284
0.6;0.4;0.990284
0.65;0.4;0.990284
0.7;0.4;0.990284
0.75;0.4;0.962776
0.8;0.4;0.990284
0.85;0.4;0.962776
0.9;0.4;0.990284
0.95;0.4;0.990284
0;0.45;0.77231
